4.421053, 5.158608, -0.755921, 0.000000, 0.000000, -0.062500
4.421053, 5.160748, -0.757016, 0.000000, 0.000000, -0.062500
4.421053, 5.164316, -0.758836, 0.000000, 0.000000, -0.062500
4.421053, 5.169317, -0.761373, 0.000000, 0.000000, -0.062500
4.421053, 5.175754, -0.764619, 0.000000, 0.000000, -0.062500
4.421052, 5.183633, -0.768558, 0.000000, 0.000000, -0.062500
4.421052, 5.192962, -0.773177, 0.000000, 0.000000, -0.062500
4.421052, 5.203749, -0.778457, 0.000000, 0.000000, -0.062500
4.421052, 5.216002, -0.784377, 0.000000, 0.000000, -0.062500
4.421052, 5.229731, -0.790916, 0.000000, 0.000000, -0.062500
4.421052, 5.244946, -0.798050, 0.000000, 0.000000, -0.062500
4.421052, 5.261660, -0.805753, 0.000000, 0.000000, -0.062500
4.421052, 5.279883, -0.813997, 0.000000, 0.000000, -0.062500
4.421052, 5.299627, -0.822756, 0.000000, 0.000000, -0.062500
4.421052, 5.320903, -0.832000, 0.000000, 0.000000, -0.062500
4.421053, 5.344092, -0.841857, 0.000000, 0.000000, -0.062500
4.421053, 5.365140, -0.850616, 0.000000, 0.000000, -0.062500
4.421053, 5.386249, -0.859229, 0.000000, 0.000000, -0.062500
4.421053, 5.407416, -0.867702, 0.000000, 0.000000, -0.062500
4.421053, 5.428637, -0.876040, 0.000000, 0.000000, -0.062500
4.421053, 5.449909, -0.884249, 0.000000, 0.000000, -0.062500
4.421053, 5.471231, -0.892335, 0.000000, 0.000000, -0.062500
4.421052, 5.492597, -0.900302, 0.000000, 0.000000, -0.062500
4.421052, 5.514007, -0.908157, 0.000000, 0.000000, -0.062500
4.421052, 5.535456, -0.915904, 0.000000, 0.000000, -0.062500
4.421052, 5.556941, -0.923550, 0.000000, 0.000000, -0.062500
4.421051, 5.578459, -0.931100, 0.000000, 0.000000, -0.062500
4.421051, 5.600008, -0.938560, 0.000000, 0.000000, -0.062500
4.421050, 5.621585, -0.945934, 0.000000, 0.000000, -0.062500
4.421050, 5.643189, -0.953228, 0.000000, 0.000000, -0.062500
