4.049564,4.938102,3.561,267.056228
4.084787,2.926383,3.561,222.642047
4.257011,4.905454,3.561,177.056228
4.345396,3.109619,3.561,218.867583
4.584507,4.853949,3.561,177.471487
4.628699,3.25367,3.561,205.052565
4.886439,4.082307,3.561,261.239184
4.92177,4.819831,3.561,186.436385
4.941289,3.307734,3.561,186.314729
4.988311,3.888845,3.561,270.724576
5.051647,3.575144,3.561,129.153221
5.071565,4.201965,3.561,254.63588
5.224618,4.489182,3.561,241.538561
5.250939,4.890721,3.561,210.869645
5.252352,3.249236,3.561,163.462835
5.306011,3.378545,3.561,163.462835
5.426018,4.745593,3.561,235.562903
5.530535,5.08847,3.561,229.460942
5.640656,4.991215,3.561,234.540327
5.751613,5.328396,3.561,234.556228
5.856558,5.235732,3.561,234.556228
5.926351,5.526292,3.561,234.556228
6.031296,5.433628,3.561,234.556228
6.135156,5.762644,3.561,234.984027
6.252374,5.673554,3.561,229.460942
6.338129,6.006267,3.561,237.609837
6.525022,6.258613,3.561,241.651424
6.53197,5.871303,3.561,210.869645
6.650086,7.930116,3.561,234.556228
6.700306,6.550344,3.561,251.947153
6.758345,7.716273,3.561,132.673256
6.813035,6.811981,3.561,253.870354
6.861139,5.942194,3.561,186.436385
6.873229,7.844065,3.561,154.815928
6.885729,6.622245,3.561,251.626201
6.88925,7.430198,3.561,107.871491
6.892959,7.117865,3.561,267.195498
7.162844,7.744424,3.561,179.531115
7.198402,5.908075,3.561,177.471487
7.469251,7.769392,3.561,200.416176
7.525898,5.85657,3.561,177.056228
7.733345,5.823922,3.561,267.056228
7.766228,7.887576,3.561,213.427385
