holes,,,
4.04,4.87,3.56,267.06
4.89,4.08,3.56,261.24
5.31,3.38,3.56,163.46
5.32,3.22,3.56,163.46
5.75,5.33,3.56,234.56
5.86,5.24,3.56,234.56
5.93,5.53,3.56,234.56
6.03,5.43,3.56,234.56
6.89,6.62,3.56,251.63
7.74,5.89,3.56,267.06
NO hole,,,
4.26,4.91,3.56,177.06
4.58,4.85,3.56,177.47
4.92,4.82,3.56,186.44
4.99,3.89,3.56,270.72
5.05,3.58,3.56,129.15
5.07,4.20,3.56,254.64
5.22,4.49,3.56,241.54
5.25,4.89,3.56,210.87
5.43,4.75,3.56,235.56
5.53,5.09,3.56,229.46
5.64,4.99,3.56,234.54
6.14,5.76,3.56,234.98
6.25,5.67,3.56,229.46
6.34,6.01,3.56,237.61
6.53,6.26,3.56,241.65
6.53,5.87,3.56,210.87
6.70,6.55,3.56,251.95
6.86,5.94,3.56,186.44
7.20,5.91,3.56,177.47
7.53,5.86,3.56,177.06
half,,,
4.17,4.78,3.56,267.06
6.79,6.74,3.56,251.63
7.62,5.98,3.56,267.06
