holes,,,
3.43,10.68,3.56,144.56
3.52,10.78,3.56,144.56
4.24,9.54,3.56,110.46
4.99,10.50,3.56,202.06
5.03,10.36,3.56,202.06
NO hole,,,
3.65,10.46,3.56,135.20
3.78,10.57,3.56,147.03
3.83,10.22,3.56,127.72
3.97,9.94,3.56,118.59
4.06,10.38,3.56,161.54
4.07,9.64,3.56,109.74
4.39,10.34,3.56,193.97
4.72,10.42,3.56,202.06
half,,,
4.12,9.44,3.56,110.46
