4.02817 2.885202 -3.507 0 133.496916
4.118695 4.927296 -3.507 0 177.021634
4.21371 3.019972 -3.507 0 221.25376
4.416853 4.879931 -3.507 0 177.021634
4.482653 3.190386 -3.507 0 213.445498
4.752587 4.830942 -3.507 0 179.370273
4.782798 3.29344 -3.507 0 195.860569
4.936294 3.996782 -3.507 0 171.239184
4.971964 4.132162 -3.507 0 171.239184
4.993463 3.72632 -3.507 0 106.134543
5.090234 4.837542 -3.507 0 197.697052
5.099108 3.294181 -3.507 0 175.636196
5.139644 4.350069 -3.507 0 247.88152
5.162883 3.45958 -3.507 0 148.882744
5.3221 4.619898 -3.507 0 237.500977
5.343836 3.287061 -3.507 0 253.462835
5.39678 4.976902 -3.507 0 221.707174
5.532834 4.868843 -3.507 0 234.754994
5.6448 5.207427 -3.507 0 234.55582
5.747383 5.112015 -3.507 0 234.560495
5.850418 5.334537 -3.507 0 144.556228
5.932491 5.427488 -3.507 0 144.556228
6.033164 5.647261 -3.507 0 234.111857
6.138109 5.554597 -3.507 0 234.55582
6.239009 5.884464 -3.507 0 236.165701
6.386129 5.785122 -3.507 0 221.707174
6.433787 6.130805 -3.507 0 239.399372
6.614898 6.397768 -3.507 0 244.588251
6.656227 7.831312 -3.507 0 144.556228
6.692675 5.924482 -3.507 0 197.697052
6.748891 7.936256 -3.507 0 144.556228
6.79308 6.587372 -3.507 0 161.626201
6.84018 7.579032 -3.507 0 120.629212
6.850856 6.714894 -3.507 0 161.626201
6.860042 6.964387 -3.507 0 261.115164
6.905326 7.274254 -3.507 0 96.247711
7.012389 7.778447 -3.507 0 166.915731
7.030322 5.931082 -3.507 0 179.370273
7.317149 7.742864 -3.507 0 191.001398
7.366056 5.882093 -3.507 0 177.021634
7.615945 7.817766 -3.507 0 207.766208
7.664215 5.834728 -3.507 0 177.021634
7.830101 7.916736 -3.507 0 127.486256
