holes,,,
3.42,10.78,3.62,234.56
4.15,9.59,3.62,200.46
4.19,9.46,3.62,200.46
5.08,10.45,3.62,112.06
NO hole,,,
3.55,10.57,3.62,144.56
3.64,10.68,3.62,144.56
3.74,10.34,3.62,132.41
3.90,10.08,3.62,123.02
3.91,10.46,3.62,151.33
4.02,9.80,3.62,114.75
4.22,10.33,3.62,179.44
4.56,10.37,3.62,200.29
4.86,10.46,3.62,202.06
half,,,
4.97,10.34,3.62,112.06
