6.1097 2.5027 -3.5070 -0.0282 -80.04 
6.1048 8.5688 -3.5070 -0.0784 154.09 
6.0917 9.6232 -3.5070 -0.1013 -8.95 
6.0578 2.7907 -3.5070 -0.0296 105.97 
6.0482 5.9095 -3.5070 -0.0438 48.51 
5.9909 3.0753 -3.5070 -0.0311 114.38 
5.9433 6.0022 -3.5070 -0.0454 -131.92 
5.9055 3.4513 -3.5070 -0.0332 -7 
5.8426 5.7824 -3.5070 -0.0450 -41.45 
5.8115 3.2971 -3.5070 -0.0331 147.67 
5.8057 8.6339 -3.5070 -0.0810 176.12 
5.7499 5.6775 -3.5070 -0.0453 -41.45 
5.6469 5.4550 -3.5070 -0.0449 -131.48 
5.6076 3.5546 -3.5070 -0.0356 -22.54 
5.5497 3.4270 -3.5070 -0.0355 -22.54 
5.5443 5.5504 -3.5070 -0.0464 -131.49 
5.5085 8.6509 -3.5070 -0.0822 179.41 
5.4323 5.2118 -3.5070 -0.0454 -131.28 
5.3888 8.8035 -3.5070 -0.0850 172.64 
5.3724 3.5764 -3.5070 -0.0374 -112.54 
5.2962 5.3199 -3.5070 -0.0473 -140.38 
5.2432 3.6301 -3.5070 -0.0386 67.46 
5.2321 8.6827 -3.5070 -0.0832 163.53 
5.2215 4.9629 -3.5070 -0.0459 -126.31 
5.0622 3.8026 -3.5070 -0.0408 142.84 
5.0390 4.6931 -3.5070 -0.0459 -112.19 
4.9984 3.6372 -3.5070 -0.0404 -10.41 
4.9897 5.1806 -3.5070 -0.0492 -160.31 
4.9792 10.8134 -3.5070 -0.1292 106.05 
4.9050 8.7516 -3.5070 -0.0843 170.96 
4.8928 4.0693 -3.5070 -0.0435 102.6 
4.8714 4.4752 -3.5070 -0.0460 165.23 
4.8640 10.7074 -3.5070 -0.1245 16.05 
4.8357 4.3398 -3.5070 -0.0455 165.23 
4.7580 10.8226 -3.5070 -0.1267 16.05 
4.6821 3.6365 -3.5070 -0.0428 9.82 
4.6520 5.1740 -3.5070 -0.0527 179.21 
4.6117 8.8613 -3.5070 -0.0854 158.72 
